제목,장소,주소,기간,이미지url,상세url,세부장르,후기유무,줄거리,작품설명
뷰티풀 라이프,JTN 아트홀 4관,서울 종로구 이화동 139번지 JTN아트홀,2018/02/20 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/18/02/0400011802_121174_0525.028.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=18001569,연극,O,줄거리 없음,작품설명 없음
북극곰 예술여행,북극곰소극장,서울특별시 종로구 이화장1길 24 (이화동) 북극곰 소극장,2019/07/20 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/19/06/0400011906_144725_01.713.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19009496,어린이/가족,X,줄거리 없음,작품설명 없음
망원동 브라더스,제이엘씨어터,서울시 마포구 어울마당로 94-8 지하1층 제이엘씨어터,2023/04/08 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/03/0400012303_185882_01.533.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003459,연극,X,줄거리 없음,작품설명 없음
과학에 빠진 마술사 - 부천,미리내 마술극단 은하수홀,경기 수원시팔달구 팔달로3가 92,2023/07/08 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189880_01.920.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008607,어린이/가족,X,줄거리 없음,작품설명 없음
제8회 여성연극제 - 삼o삶(緣),민송아트홀 1관,서울 종로구 혜화동 185번지 중원빌딩 6층,2023/08/30 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191887_01.046.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011127,연극,X,줄거리 없음,작품설명 없음
그곳에 있었다,댕로홀 (구.두레홀 1관),서울시 종로구 동숭동 1-78번지 마로니 빌딩 지하,2023/09/01 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192419_01.728.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011769,연극,X,줄거리 없음,작품설명 없음
크리미널,봄날아트홀 (구.대학로 아리랑 소극장),서울 종로구 동숭동 1-153 지하2층,2017/02/01 ~ 2023/10/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/17/01/0400011701_103631_0238.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17000544,연극,X,줄거리 없음,작품설명 없음
대화,홍해성 소극장,서울 종로구 동숭동 128-16,2023/06/17 ~ 2023/11/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_188779_01.325.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23007275,연극,X,줄거리 없음,작품설명 없음
엄마의 레시피,대학로 공간 아울,서울 종로구 동숭동 1-27,2023/08/15 ~ 2023/09/24,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191938_01.326.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011191,연극,X,줄거리 없음,작품설명 없음
비누향기,서연아트홀(구 인아소극장),서울 종로구 명륜동2가 21-10,2021/07/10 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/07/0400012107_166679_01.452.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21007446,연극,O,줄거리 없음,작품설명 없음
운빨로맨스 - 대구,아트플러스씨어터,대구 중구 공평동 16-11,2023/09/01 ~ 2023/10/29,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190974_01.500.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009903,연극,X,줄거리 없음,작품설명 없음
스노우 머니 - 대전,대전 상상아트홀,대전 중구 대종로 505번길 28 동훈빌딩 2층 상상아트홀,2023/08/30 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192556_01.242.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011935,연극,X,줄거리 없음,작품설명 없음
나의 PS 파트너 - 대전,이수아트홀,대전 탄방동 748번지 정우빌딩 지하1층,2023/07/15 ~ 2023/09/24,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189441_01.814.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008149,연극,X,줄거리 없음,작품설명 없음
참기름아저씨,대학로 드림시어터,서울 종로구 동숭동 1-63 지하1층,2023/08/18 ~ 2023/09/17,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191287_01.219.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010341,연극,X,줄거리 없음,작품설명 없음
웨딩브레이커 - 광주,상무지구 기분좋은극장,광주광역시 서구 상무중앙로 90 대교빌딩 7층 (우리은행 상무점 건물),2023/09/01 ~ 2023/10/15,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191828_01.207.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011048,연극,X,줄거리 없음,작품설명 없음
2023 구미아시아연극제 - Paklay para Cantamisa,공터 다,경북 구미시 원평동 1032-60번지 아트센터DA 지하,2023/09/01 ~ 2023/09/01,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191943_01.538.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011197,연극,X,줄거리 없음,작품설명 없음
한뼘사이 - 울산,CK아트홀,울산 남구 달동 590-14,2023/08/01 ~ 2023/09/17,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189358_01.218.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008059,연극,X,줄거리 없음,작품설명 없음
내일은 내일에게,초록씨어터,서울특별시 종로구 대학로 128 (동숭동) 21세기빌딩 5층,2023/07/29 ~ 2023/10/29,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189886_01.727.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008468,연극,O,줄거리 없음,작품설명 없음
연애하기 좋은 날 - 대구,대구 여우별아트홀(구.브로드웨이아트홀),대구 중구 삼덕동1가 15-1 자이유 쇼핑몰 4F,2023/08/04 ~ 2023/09/24,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_190261_01.530.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009085,연극,X,줄거리 없음,작품설명 없음
큰 가슴의 발레리나,대학로 예술공간 혜화,서울 종로구 혜화동 74-38 (혜화로 10-3),2023/08/31 ~ 2023/09/10,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191847_01.435.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011070,연극,X,줄거리 없음,작품설명 없음
끝까지 간다,북극곰소극장,서울특별시 종로구 이화장1길 24 (이화동) 북극곰 소극장,2019/12/24 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/19/12/0400011912_153666_0307.059.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018979,연극,X,줄거리 없음,"그림책을 읽어주는 극단 “북(BOOK)극곰 예술여행” 배우들은 낮에는 북극곰, 저녁에는 비극 햄릿을 레파토리 극으로 운영하고 있다.
하지만 5년간 바뀌지 않는 레파토리에 싫증이 나는 배우 영현, 낭만으로 사는 배우 경구, 그리고 이제 막 대학을 졸업하고 대학로에 진출한 열정 넘치는 배우 준호.
가난한 무명의 세 배우가 이런 저런 이야기를 하며 공연을 준비한다. 그러나 공연 시작 후 관객은 오지 않고 지쳐버린다. 배우들은 타오르는 촛불을 보며 다양한 추억에 잠기던 낭만은 무대 위에서의 화려한 배우의 삶과 다르게 또 다시 가난한 연극배우의 처절한 현실로 돌아가게 된다. 한창 수다를 떨던 중 갑자기 뜬금없이 단체관람객이 공연을 보러 오는데... 절체절명의 위기! 과연 이들은 공연은 무사히 마칠 수 있을까. 나는 배우다. “끝까지간다”"
졸탄쇼,졸탄 극장,서울특별시 종로구 이화동 36-2 지하1층,2021/07/04 ~ 2023/10/11,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/06/0400012106_166041_01.852.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21005281,연극,X,줄거리 없음,작품설명 없음
달동네 - 부산,초콜릿 팩토리,부산 남구 대연3동 72-7번지 산암빌딩 지하,2022/04/28 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/04/0400012204_173915_01.916.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22004566,연극,X,줄거리 없음,작품설명 없음
팜 파탈; 가려져 버린,산울림 소극장,서울시 마포구 서교동 327-9,2023/08/23 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191537_01.515.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010696,연극,X,줄거리 없음,작품설명 없음
갈매기1896,엔틱243 스튜디오,"서울특별시 서초구 양재동 243-6 . 지하1층(양재동, 동심빌딩)",2023/09/01 ~ 2023/09/02,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_191820_01.319.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011042,연극,X,줄거리 없음,작품설명 없음
아일랜드,여행자 극장,서울 성북구 성북동1가,2023/08/30 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192115_01.833.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011401,연극,X,줄거리 없음,작품설명 없음
요리하는 마술사,Mr. 맛있는 극장,서울 종로구 혜화동 109-4 지하 1층,2020/10/03 ~ 2023/10/29,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/20/09/0400012009_160317_01.105.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007770,어린이/가족,X,줄거리 없음,작품설명 없음
두들팝,신한pLay 스퀘어 드림홀,서울 마포구 서교동 490번지 메세나폴리스,2022/01/22 ~ 2023/10/29,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/12/0400012112_171289_01.844.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21013289,어린이/가족,O,줄거리 없음,작품설명 없음
크리미널,봄날아트홀 2관,서울 종로구 동숭동 1-153 지하2층,2023/06/15 ~ 2023/10/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189263_01.339.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23007900,연극,X,줄거리 없음,작품설명 없음
수상한 흥신소,소극장 선물,서울특별시 종로구 동숭동 1-36,2023/06/28 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189921_01.448.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008639,연극,X,줄거리 없음,작품설명 없음
"코미디의맛, 쇼미더퍼니",윤형빈소극장 (홍대),서울 마포구 서교동 364-31 B1(zara건물),2015/12/05 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/15/11/0400011511_86491_01007.456.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003529,연극,X,줄거리 없음,"코미디의맛
-윤형빈소극장의 메인 코미디쇼 관객과의전쟁 시즌2
더 강력한 웃음으로 업그레이드된 개그쇼 코미디의맛!!

가족,친구,연인 남녀 노소 빵빵 터지는 리얼 웃음맛집

웃고 싶다면 윤형빈소극장으로!!

쇼미더퍼니
-윤형빈소극장 개그 유망주들의 치열한 생존경쟁
＂웃어라 그리고 평가하라＂
윤형빈소극장 정예 개그유망주들의 운명을 결정하라!
관객이 직접 투표에 참여하는 개그 서바이벌!
최강급 멘토진까지!

홍콩쇼
-더이상 혼자 상상하지 마라!
고품격 19금 성인 개그쇼!
내안에 음란마귀를 꺼내라!!
내숭은 잠시 접어두고 시원하게 웃자~~
오직 즐길줄 아는 당신을 위해 만든 개그공연
불금에 하는 홍대콩트쇼** 놀러오세요^^"
혜영에게 - 대구,소극장 길,대구 남구 대명동 2132-4,2023/09/01 ~ 2023/11/26,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_191207_01.712.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23010249,연극,X,줄거리 없음,작품설명 없음
고쳐서 나가는 곳,연극실험실 혜화동 1번지,서울 종로구 혜화동 88-1 지하 1층,2023/09/01 ~ 2023/09/10,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/08/0400012308_192031_01.828.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23011212,연극,X,줄거리 없음,작품설명 없음
